region,84.004,84.010,84.011,84.013,84.041,84.060,84.141,84.144,84.149,84.165,84.184,84.196,84.215,84.256,84.282,84.283,84.287,84.295,84.299,84.330,84.336,84.350,84.351,84.354,84.356,84.358,84.360,84.362,84.363,84.365,84.366,84.367,84.368,84.369,84.370,84.371,84.374,84.377,84.411,84.415,84.416
alabama,0,45374995,2045017,951488,3047170,1529560,0,60000,0,0,0,948420,856608,0,0,0,17201260,0,0,252130,0,0,266268,0,0,4242951,1629712,0,0,5086337,2458272,9423565,0,6021798,0,0,5666954,8488939,0,0,0
alaska,0,7707023,6916896,209987,111504684,11963512,0,0,0,0,0,166616,887871,0,0,0,5373453,0,2091227,13235,0,0,0,0,30497924,248034,0,0,0,2835594,705964,2810384,0,3488087,0,0,0,1584006,0,0,0
american samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,949019,0,0,0,0,0,0,0,349919,0,0,0,0,0,0,0,0,0,0,0,0,0,201163,0,0,0,0,0
arizona,0,65452207,6526752,1342443,157067561,9345771,467896,60000,414215,0,5910777,1372486,4247550,0,6830449,0,21886840,0,1716819,701728,4236355,613936,0,0,0,2818606,0,0,0,17572398,3457398,9228798,0,7357664,0,0,14128257,10951714,0,355000,0
arkansas,0,31604015,5234823,373831,2365063,259406,0,60000,0,3142066,0,628905,1109714,0,1821955,0,11121637,0,0,0,0,460477,0,0,0,4031023,0,0,0,3778115,1502621,5556025,0,4906701,0,0,550642,5623200,0,0,0
california,755812,325619276,129073062,1348033,107291334,4756689,3553949,0,2892755,20923581,11458565,6856136,41468190,0,64909568,12037107,122680463,0,1478888,10757186,6776697,4516331,3593175,0,0,4642557,3530384,0,4464444,154548861,16775147,86951610,0,27711541,0,0,22237337,64589980,29768982,0,49351318
colorado,667594,30728232,6987461,529050,28933844,650435,467750,60000,827529,3433666,49623,620653,525741,250000,13958281,916289,10743393,0,0,701150,0,512603,0,0,0,1462033,2397539,0,0,12191815,1624970,6593832,0,6297185,0,0,21243683,5509793,0,0,16589553
connecticut,0,24933338,0,1192021,4117482,30119,0,0,0,10952686,1553195,499502,2483213,0,1777032,0,7665068,0,0,334680,0,341968,0,0,0,441210,2415195,0,0,6870746,935396,5600724,0,5213772,0,0,1618545,3827835,0,0,0
delaware,0,8304687,289864,445562,30244,0,0,120000,0,0,0,186204,481246,0,350000,0,5373453,0,0,60750,0,281561,0,0,0,132205,0,0,0,1198888,705964,2810384,0,3548815,0,0,0,1550685,0,0,0
district of columbia,0,8492673,0,216054,624565,0,0,0,0,0,0,184482,14926868,0,2680014,9935372,5373453,13995051,0,42000,0,0,6724355,0,0,0,0,646887,0,1727333,705964,2810384,0,3260458,-10100000,0,0,1573847,0,0,9999844
florida,687680,137243675,22567123,1172154,8072458,107351,680174,60000,249439,16260398,0,3274156,3942310,0,10024729,0,55689274,0,0,0,0,1687637,802666,0,0,2668349,2275775,0,1470349,40731151,7862206,26681828,0,13812502,0,0,11273712,28013585,0,0,31993016
georgia,0,100116377,7833904,1205741,20046226,0,444995,0,411092,0,0,2106646,4132334,0,108810,0,36292212,0,0,0,3627748,1025390,255012,0,0,5932633,1633844,0,725901,14599549,5161675,15517413,0,9695866,0,21220623,0,18002158,0,0,0
guam,0,0,0,0,4910,0,0,0,0,0,0,0,0,948262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212346,0,0,0,0,0
hawaii,0,9338038,796996,356770,55922367,0,0,120000,0,0,0,230069,0,0,197667,769445,5373453,0,0,99330,0,0,0,0,0,0,0,31750282,0,3795160,705964,2810384,0,3788936,0,0,0,1700754,0,0,0
idaho,0,11877220,3543134,438493,3292848,311574,931136,60000,823315,0,0,244866,441228,0,391606,0,5373453,0,0,76500,0,0,0,0,0,1407489,0,0,0,1811976,705964,2814793,0,4146100,0,0,0,2127448,0,430096,0
illinois,0,134619958,1892998,1597785,33906402,192104,0,60000,0,0,49792,2857927,3364490,0,3546642,0,47444770,6018436,0,2191745,4883650,517857,1775289,0,0,3927905,5778124,0,1143677,29864386,5195808,23711711,0,11292072,0,0,0,23217134,9227,0,0
indiana,684783,55048863,5454452,544027,5131729,0,0,0,0,0,0,1100098,2565231,0,11244742,0,19368595,0,0,471134,71900,0,0,0,0,1636866,0,0,0,8626992,2737044,9832205,0,7301270,0,0,6339199,9657282,0,0,28570886
iowa,0,19869708,1595781,366742,445470,236541,0,0,0,0,3497658,399144,1757951,0,0,0,6346797,0,0,59175,0,0,0,0,0,1760123,1549950,0,0,4007761,925562,4636730,0,4942576,0,0,0,3170215,0,0,0
kansas,651270,21905054,11449386,326962,24041066,1012850,899952,60000,760672,3999993,2442196,427021,1033993,0,0,0,7801016,0,0,99000,2277315,0,269412,0,0,3314232,0,0,699858,4744970,964805,4724944,0,4922102,0,0,0,4233023,0,0,0
kentucky,0,44116852,7333629,925825,6353419,0,924544,60000,0,0,0,921811,4807189,0,0,0,15966756,0,0,473640,603451,1,0,0,0,4801538,0,0,1e+06,3945685,2108070,9312632,0,5725071,0,0,0,8080456,0,0,40988749
louisiana,0,58224579,2450813,1746180,8616956,909399,433749,0,0,0,3451353,1228832,1081295,0,246150,0,20431937,0,0,158085,1109048,1409986,298451,0,0,3300474,0,0,589103,2985559,2508967,13501120,0,5962398,0,23574566,15460013,10103223,0,0,0
maine,0,10573644,1159932,217118,1987115,157590,284394,0,0,0,0,215653,1027311,0,189834,0,5373453,0,0,80415,0,0,0,0,0,2149341,0,0,0,1107707,705964,2810384,0,3734161,0,0,0,1868943,0,0,0
maryland,626357,37511663,501170,1584749,6661277,79998,459316,0,0,0,3533155,851922,1381772,0,216635,0,14474743,0,0,709357,0,297467,271552,0,0,218461,0,0,0,9677150,1430851,8385334,4999994,6609960,0,0,1132718,7127320,0,0,0
massachusetts,0,46116119,1596165,2334655,399858,41736,0,60000,0,3850000,0,921195,6334573,0,4954853,0,15195793,0,299198,525874,0,0,0,0,0,324709,3402156,0,863083,14787366,1693130,10853174,0,6821273,0,0,12551257,7552762,55382,0,0
michigan,0,109275647,8486717,620547,19036216,1995844,466911,60000,816619,3396230,5997155,2143532,1946957,0,4718422,0,37489446,0,0,497000,0,0,0,0,0,4452862,50662,0,1649766,10576590,4388433,23691506,0,9238663,0,0,6865780,18597302,0,0,0
minnesota,0,33921444,2052792,320745,19497888,3265230,0,60000,0,0,26397,639320,2226339,0,6255669,0,11644018,0,907908,0,0,217712,589150,0,0,2596214,0,0,597124,8067768,1446417,8106531,0,6422685,0,0,0,5755257,0,0,0
mississippi,0,37503160,1027145,750217,1538263,458997,0,60000,0,1995391,0,726604,7682861,0,0,0,13137967,0,0,191233,0,806652,0,0,0,4790675,0,0,680606,1574363,1888163,8577194,0,4997608,0,0,4865301,6465129,0,0,0
missouri,0,45724422,1503992,1355827,22785795,75811,416903,60000,411266,0,0,968886,2611449,0,0,0,16310153,0,0,169015,907356,0,0,0,0,7259141,1201187,0,428734,5808817,2358722,10229143,0,6778374,0,0,6886438,8044882,0,0,0
