montana,0,8304687,997723,97406,53962151,3189510,0,120000,0,0,0,188752,536831,0,0,0,5373453,0,2497325,44452,0,0,0,0,955205,2902311,0,0,0,1202571,705964,2736330,0,3593987,0,6184768,0,1605773,0,0,0
nebraska,0,14329925,5047990,334619,25606546,874188,0,60000,0,0,0,287280,198216,0,0,0,5373453,0,806705,45000,0,0,0,0,0,2592424,814052,0,0,2935314,705964,2881991,0,4221562,0,0,0,2763072,0,0,0
nevada,0,19671825,234489,450556,3378071,731006,0,120000,0,0,0,481627,0,0,0,0,8150469,0,0,335683,0,0,256702,0,0,81504,3456039,0,0,8442070,1134708,2958265,0,4771757,0,11789226,3074153,3996093,9133,0,1e+07
new hampshire,0,8304687,144926,475744,4000,0,0,120000,0,0,0,175858,0,0,2789811,3415281,5373453,0,0,23055,0,0,0,0,0,1505205,0,0,0,1322709,705964,2810384,0,3770583,0,0,0,1412878,0,0,0
new jersey,0,64387933,1944569,1429361,19174971,32866,0,60000,0,0,1250000,1219108,3661810,0,3369720,4207900,22201611,0,0,565335,2259525,217985,620347,0,0,1550822,0,0,1520620,21345074,2299423,13516455,0,8528824,0,0,0,10957647,0,0,0
new mexico,0,23211795,912879,314464,73679760,6686605,897482,120000,1554886,0,0,483644,1689863,0,0,0,8791075,0,593355,144500,0,0,0,0,0,1401775,0,0,775765,5393380,1181254,4564147,0,4368270,0,0,0,4329324,0,0,0
new york,575155,219457124,9795478,2900230,26555963,1795907,0,60000,413382,5986829,1500000,4635804,15397610,0,26297359,0,79691696,5706726,0,2807665,3465402,530467,3733465,0,0,3604007,961475,0,2783846,58177920,7717071,56956762,0,14421009,0,0,7223180,39272580,55382,0,19995588
north carolina,0,78721160,5584923,1884529,17853828,3361757,467028,60000,0,0,0,1737717,5992144,0,469613,0,30271873,0,282096,882011,1832420,1974733,0,0,0,6033404,0,0,996299,13705884,4464834,12912758,6131422,9148032,0,0,15683187,15034627,0,0,55221707
north dakota,0,6635977,231723,99004,24265814,1314429,0,120000,0,0,0,154428,225993,0,0,0,5373453,0,1278793,0,0,0,0,0,0,407988,0,0,0,1321329,705964,2810384,0,3400252,0,0,0,1271387,0,0,0
northern mariana islands,0,0,0,0,0,0,0,0,0,0,0,0,0,890267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73070,0,0,0,0,0
ohio,0,120402992,2629595,1127529,3703859,0,0,0,0,0,0,2479861,4711684,0,1917175,0,43177025,0,0,327846,1388696,4788281,0,0,0,4601115,0,0,0,9818716,4889784,22295639,0,10262905,0,0,29760586,21160893,0,0,0
oklahoma,0,32139643,1520359,334901,39569004,23341994,0,60000,0,0,0,635907,4685550,0,175000,3538005,11832496,0,1313270,0,0,0,0,0,0,9952407,0,0,990874,5249525,1661213,6794448,0,5491565,0,0,0,5831254,0,707000,0
oregon,688567,31697995,10154140,1139323,3604624,1555413,1384377,60000,828422,0,0,671176,495603,0,621923,1776449,10867831,0,366024,381510,0,0,0,0,0,2668867,3552478,0,0,8519748,1535488,5759941,0,5317086,0,0,13153404,5693957,0,143288,0
pennsylvania,0,116104372,8975378,570467,5801261,0,0,60000,414219,0,0,2345862,1535042,0,3645712,1315900,42613544,0,0,610970,0,449975,512513,6019231,0,1840017,2360256,0,446667,14929273,4134523,24266001,0,10450597,0,31437960,2776361,21128476,0,0,0
puerto rico,0,95626709,0,660820,974324,0,449238,0,0,0,0,1685911,0,0,0,0,30528361,0,0,0,0,0,0,0,0,0,0,0,314247,3201394,4264502,17849225,0,5360093,0,0,0,14875514,0,0,0
rhode island,542140,10053887,0,494902,2132771,0,0,0,0,0,0,207507,575244,0,84730,0,5373453,0,0,92205,0,0,0,0,0,48827,0,0,0,3431181,705964,2736330,0,3595426,0,0,0,1737554,9115,0,0
south carolina,0,43063274,556129,1463733,2092633,17553,0,120000,0,5674234,3313216,927738,2455696,0,5252726,0,15733557,0,0,0,1162855,0,333833,0,0,2869883,0,0,749992,4412238,2279684,7211519,0,5891024,0,0,3625632,7734952,0,0,19388399
south dakota,0,8304687,829212,143326,58540469,3496610,0,120000,0,0,0,183247,660315,0,0,0,5373453,0,1775946,22500,1386561,0,0,0,0,633232,0,0,0,1052817,705964,2810384,0,3534782,0,0,0,1580407,0,0,0
tennessee,0,55069602,569807,499514,5640113,0,0,120000,0,0,3297394,1193907,1579528,0,2623611,0,21096833,0,0,344613,0,0,276000,0,0,4855763,0,0,623402,5821494,3050206,10079550,0,7021150,0,0,6610014,10315243,0,0,0
texas,696102,272126454,58406271,1915906,86152045,509441,2977457,60000,2425279,10198717,0,5828336,13715277,0,11163085,9023258,102042665,0,247866,2364204,627927,2843440,281138,0,0,12227362,2481344,0,1593574,102932985,14385763,48558692,3988124,21606523,0,55016430,34778331,51942262,53392,0,61095905
us virgin islands,0,0,0,0,19364,0,0,0,0,0,0,0,0,981159,0,0,0,0,0,17955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270312,0,0,0,0,0
utah,0,18477386,1828502,852863,9090992,1324232,0,60000,0,0,0,394145,3598699,0,140000,0,7088970,0,0,0,0,0,0,0,0,548974,0,0,996743,4602342,1059444,3777431,0,5324523,0,0,0,3557588,0,0,0
vermont,0,6457685,628202,612550,589744,216730,0,120000,0,0,48391,154428,204143,0,0,0,5373453,0,0,26100,0,0,0,0,0,0,0,0,0,5e+05,705964,2810384,0,3344663,0,0,0,0,0,0,0
virginia,0,46503403,786682,1721820,40614926,11095,0,120000,0,0,0,978323,1404159,0,0,2257593,16427283,0,0,401947,777753,277856,278765,0,0,2130579,0,0,596749,11431525,2216318,15734184,0,7969572,0,0,9634373,8090119,17549,0,0
washington,0,45601588,14969257,1381712,31467982,3963792,1813784,60000,2370907,0,0,919172,4114642,0,0,0,15659088,0,1177030,694658,0,0,571728,0,0,2536181,2149973,0,0,17573759,2189346,9703758,0,7212130,0,0,1,8217487,0,0,39964930
west virginia,0,19410488,0,1124715,15929,0,0,0,0,0,2243782,410716,272525,0,0,0,7092594,0,0,93600,0,0,0,0,0,2677318,0,0,816915,653047,767721,5100962,0,4036497,0,0,0,3493287,0,0,0
wisconsin,0,46079904,629371,1300567,13674638,2435264,414865,120000,0,0,3499998,941469,7281737,0,18648500,0,17303093,0,812717,0,0,445214,510452,0,0,2358843,0,0,0,8398781,1830576,9781371,0,6567168,0,0,0,8478125,46152,0,0
wyoming,0,6639877,230923,618361,13810385,803284,0,0,0,0,0,154428,132508,0,0,0,5373453,0,264438,0,0,0,0,0,0,49946,0,0,0,5e+05,705964,2810384,0,3357456,0,0,0,1223430,0,0,0
