kentucky,0,185854297,7380317,819656,906796,0,0,0,0,0,2449986,4856913,885513,0,4648200,0,13656071,0,0,3736749,127786,0,0,0,487279,0,0,5887036,0,304634,2811107,2608570,44084516,0,6211746,0
louisiana,0,276956071,2481124,1794800,7324432,752221,0,86580,0,0,6382464,6478187,1309193,0,3269374,0,20942354,0,0,5461705,64113,0,0,0,522222,0,0,5967333,0,51936,2148219,3892811,63180332,0,6498696,0
maine,0,43602913,1090176,199678,2660975,128671,0,0,0,0,2442979,1681535,160828,0,982363,0,4807715,0,0,1317349,39300,0,0,0,0,0,0,3820448,0,0,568653,811835,13747014,0,3935190,0
maryland,669188,188034165,540470,998427,3638922,65874,0,173159,0,0,2720248,5210438,903324,413360,1407710,0,12897299,0,0,3815044,985070,3154102,0,0,0,0,0,0,0,465684,9173382,2064536,41423963,0,7403435,572425
massachusetts,0,210932926,1662812,1965512,637153,75865,0,0,0,0,1319994,6380773,994426,603502,21473476,349925,14405902,0,0,4227319,218400,0,0,0,0,1.5e+07,0,1477165,0,1477449,11051124,2324572,50881836,0,7680146,2282679
michigan,648208,460298520,8801317,667506,3754083,3067856,460827,0,0,2633067,9280181,12756555,2214220,0,9874572,0,31486088,0,0,9288655,0,0,0,0,1096008,6531246,0,3659547,0,0,10423463,5334084,109535508,0,11165644,0
minnesota,0,114582991,1723537,211804,14232867,3266227,0,0,0,0,2497928,4649215,546053,0,1193324,15263158,7952424,0,0,2314265,0,3095939,0,0,1641586,0,0,3017546,0,0,6739911,1595121,37807041,0,7047027,0
mississippi,0,172639097,997636,624143,1928645,371808,0,0,0,0,2458950,4059619,790337,0,4981419,0,11999207,0,0,3411123,96744,1282892,0,0,0,0,0,7080443,0,0,1223941,2705155,41395086,0,5440373,0
missouri,0,198131138,1562781,1343623,22206717,53542,386768,0,0,0,926996,6106703,964834,0,1235818,120693,13789699,0,0,3752582,32828,0,0,0,0,0,0,8224576,0,0,3636617,3063427,49802764,0,7569876,0
montana,0,38634904,982683,91361,40566183,2999068,0,173159,0,0,1566583,1681535,177289,0,984932,0,4803715,666082,0,1317326,24713,0,0,0,0,0,0,4953769,0,0,493895,906246,13703854,1765196,3709692,0
nebraska,0,50662136,5258767,317971,19407560,749596,0,0,0,0,1199765,1681535,239509,0,1384601,0,4807715,0,0,1317349,8000,0,0,0,0,0,0,4356126,0,0,2394094,906246,14028502,0,4408308,0
nevada,0,80298566,231264,336924,2846420,647837,0,173159,0,0,915573,1681535,385283,0,2948417,2283842,5783321,0,0,1632692,70885,0,0,0,0,0,0,84299,0,0,6039870,1173526,15314090,0,5000994,0
new hampshire,0,34229178,146842,435944,6137,0,0,142866,0,0,0,1681355,163278,776760,1716731,377884,4807715,0,0,1315811,0,0,0,0,0,0,0,2104536,0,0,774485,906170,13745129,0,3994213,0
new jersey,0,252408502,2056655,2743112,15633453,57830,0,0,0,0,6392740,8199705,1187655,0,7349201,0,19230836,0,0,5015552,241019,2144776,0,0,530537,0,0,1974950,0,1333438,18309686,2860409,63836154,0,9790843,0
new mexico,0,103846928,892521,302523,74791110,6590377,405765,173159,404602,0,2049166,2103838,471828,0,2533493,0,8382367,0,0,1998257,56653,2035193,0,0,0,0,0,2652806,0,0,4361669,1456023,22443707,0,4628375,1571074
new york,731999,1209954857,9747062,2978143,16018082,1663871,0,86580,0,0,13790384,26348482,5805234,1244782,20851178,7656692,89955104,0,5019150,24547121,1749106,2086948,0,0,2864053,0,0,3343225,0,4065989,44939836,12303936,228363687,0,17616361,12716035
north carolina,0,301103680,6083602,1035024,11966657,3341162,0,86580,0,0,1609163,7809292,1445072,0,10225039,0,21953841,0,0,6099869,566528,0,0,0,0,0,0,5487120,0,0,12318021,4866907,65051670,0,9852670,3964236
north dakota,0,29765640,227837,84432,27655817,1608953,0,173158,0,0,456311,1618864,154678,0,24406,0,4807715,377224,0,1317349,0,0,0,0,0,0,0,655967,0,0,5e+05,900504,13751559,0,3467611,0
ohio,0,449254685,2544467,2300037,2665082,0,0,86580,0,0,8982784,12407972,2158194,664395,5265067,0,30630985,0,0,9123151,227474,0,0,0,493231,0,0,4020678,0,0,7723735,5559488,104981877,0,12031566,7510860
oklahoma,0,128266400,2003478,249727,37006802,23241110,0,86580,0,0,1748298,4132146,592276,0,1169393,174724,10379111,0,0,2500619,0,0,0,0,0,0,0,11664980,0,1334823,3391829,1995121,32691245,0,5836940,507514
oregon,751790,121342186,12128153,1247069,2087663,2055692,330339,0,0,0,7106454,3251653,571420,0,8838947,7239237,9752332,4e+05,0,2420721,0,769923,0,0,0,0,0,1901763,0,0,7671565,1712181,27983869,0,5776072,0
pennsylvania,0,516416954,9329554,985613,3032441,0,0,86580,0,0,9691589,13541830,2478873,0,2869545,0,35615798,0,0,10501555,136410,933357,0,0,511590,0,0,790376,0,535891,11402463,5583339,113377472,648290,12230746,3915033
puerto rico,0,455589077,0,688823,982745,0,0,0,0,0,0,8309797,2373826,0,0,0,32117972,0,0,9282465,0,0,0,0,0,0,0,0,0,0,3085883,7705142,91517715,0,6403742,0
rhode island,609371,50390387,0,558789,1516601,0,0,0,0,0,798193,1681535,242147,0,0,0,4807715,0,0,1317349,0,0,0,0,0,0,0,61786,0,0,2087491,906246,13751559,0,3778730,0
south carolina,0,187901935,552436,1732026,2430130,4800,0,173159,0,0,4804103,4444833,905370,0,5510515,0,13349772,0,0,3822729,0,0,2420838,0,308819,0,0,3733663,0,0,4306276,2762092,37100520,1119620,6355484,10453301
south dakota,0,37273903,840151,257068,45569130,3035300,0,173159,0,0,494479,1681535,177512,0,951888,0,4807715,0,462741,1317349,13000,0,0,0,0,0,0,951336,0,0,732606,906246,13751559,0,3620592,4762694
tennessee,0,205727619,547687,482483,3587598,0,0,173159,0,0,15736405,5734412,986937,0,1135654,0,15443547,0,0,4160871,113800,1189972,0,0,0,0,0,2886352,0,0,4804552,3290508,49287865,0,7634223,0
texas,776602,1167393221,59134387,3358535,95069417,296243,235938,86580,826667,0,22387491,27039416,5526894,469431,10655268,82514,87611255,0,0,23408345,4e+05,7038314,0,0,834497,0,0,15664816,0,3110908,88355744,17538505,240186583,0,23273734,8518617
us virgin islands,0,0,0,0,145354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utah,0,57733988,1790390,698615,8559536,1140471,0,86580,0,0,714122,2145458,276115,0,2870430,4e+06,4778205,346457,0,1314459,65372,0,0,0,0,0,0,259129,0,0,3551602,1012543,18762616,0,5411303,0
vermont,0,27198995,627019,569524,254887,169246,0,173159,0,0,0,1681535,154678,0,1975265,0,4807715,0,0,1312458,0,0,0,0,0,0,0,0,0,0,5e+05,906246,13751559,0,3446453,0
virginia,0,202749815,816836,1535246,36835005,4853,0,0,0,0,2030583,6414756,976107,0,4104015,144216,15391238,0,0,4118049,255566,0,0,0,0,0,0,809224,0,0,10341267,2764540,51305921,0,8759302,0
washington,0,182749196,15903389,689951,50023046,4080018,0,0,735010,0,9062340,5591470,870108,0,7058154,0,13007033,0,0,3690220,789281,0,0,0,671162,0,0,2977342,0,670806,12857842,2782935,47422444,0,7961566,0
west virginia,0,89220606,84474,546274,30961,0,0,0,0,0,573011,2446587,397661,0,265350,0,7341628,0,0,1684934,10015,0,0,0,0,0,0,3545678,0,0,5e+05,1069944,23079361,0,4244829,0
wisconsin,0,201600575,-30469,831834,11553170,2263935,0,173159,0,0,2650193,5661778,967932,0,8615740,16786299,11315527,0,0,4099346,0,0,0,0,0,0,0,3204341,0,0,6007535,2439103,46531977,0,7276675,0
wyoming,0,28094060,223943,605784,11639989,640230,0,0,0,0,870359,1681535,154678,588678,1999166,0,4807713,0,0,1317349,0,0,0,0,0,0,0,10047,0,0,5e+05,906246,13751559,0,3391566,0
